id,label,predict_result,predict_score,predict_detail,type
298,1,0,0.10767082349584393,"{'0': 0.8923291765041561, '1': 0.10767082349584393}",predict
299,1,1,0.6657028775925559,"{'0': 0.33429712240744414, '1': 0.6657028775925559}",predict
303,1,1,0.9901315405692009,"{'0': 0.00986845943079906, '1': 0.9901315405692009}",predict
308,1,1,0.9992129576080993,"{'0': 0.0007870423919007496, '1': 0.9992129576080993}",predict
312,1,1,0.9675673611944141,"{'0': 0.03243263880558589, '1': 0.9675673611944141}",predict
315,1,1,0.99647824564741,"{'0': 0.0035217543525899453, '1': 0.99647824564741}",predict
317,1,1,0.9986164336991893,"{'0': 0.0013835663008107124, '1': 0.9986164336991893}",predict
319,1,1,0.9979694232148726,"{'0': 0.0020305767851274137, '1': 0.9979694232148726}",predict
320,1,1,0.9992167094358613,"{'0': 0.0007832905641387278, '1': 0.9992167094358613}",predict
322,1,1,0.9970533826662696,"{'0': 0.0029466173337303614, '1': 0.9970533826662696}",predict
326,1,1,0.985465995148027,"{'0': 0.014534004851972981, '1': 0.985465995148027}",predict
328,1,1,0.9975620012184067,"{'0': 0.0024379987815933424, '1': 0.9975620012184067}",predict
333,1,1,0.9952905271718279,"{'0': 0.004709472828172134, '1': 0.9952905271718279}",predict
342,1,1,0.9980682435320753,"{'0': 0.0019317564679246502, '1': 0.9980682435320753}",predict
364,0,1,0.8506716472707062,"{'0': 0.1493283527292938, '1': 0.8506716472707062}",predict
381,1,1,0.8564472824540916,"{'0': 0.14355271754590837, '1': 0.8564472824540916}",predict
390,1,1,0.9970263523937387,"{'0': 0.002973647606261287, '1': 0.9970263523937387}",predict
393,1,1,0.9582843537070862,"{'0': 0.0417156462929138, '1': 0.9582843537070862}",predict
399,1,1,0.9980805661979264,"{'0': 0.0019194338020736001, '1': 0.9980805661979264}",predict
402,1,1,0.9984435341677431,"{'0': 0.0015564658322568814, '1': 0.9984435341677431}",predict
406,0,0,0.1263400561593719,"{'0': 0.8736599438406281, '1': 0.1263400561593719}",predict
412,1,1,0.830380554502347,"{'0': 0.16961944549765295, '1': 0.830380554502347}",predict
420,1,1,0.9930837949054099,"{'0': 0.006916205094590122, '1': 0.9930837949054099}",predict
425,1,1,0.9499342232469973,"{'0': 0.05006577675300272, '1': 0.9499342232469973}",predict
426,1,1,0.9981205138646738,"{'0': 0.0018794861353261805, '1': 0.9981205138646738}",predict
427,1,1,0.9984008104182299,"{'0': 0.0015991895817700774, '1': 0.9984008104182299}",predict
431,1,1,0.9990302198021304,"{'0': 0.0009697801978696408, '1': 0.9990302198021304}",predict
434,1,1,0.9757498805820026,"{'0': 0.024250119417997373, '1': 0.9757498805820026}",predict
435,1,1,0.8237421400365007,"{'0': 0.1762578599634993, '1': 0.8237421400365007}",predict
436,1,1,0.9645135450720169,"{'0': 0.03548645492798308, '1': 0.9645135450720169}",predict
438,1,0,0.11618860576668276,"{'0': 0.8838113942333172, '1': 0.11618860576668276}",predict
440,1,1,0.9955165913285369,"{'0': 0.004483408671463129, '1': 0.9955165913285369}",predict
442,1,1,0.9932345718914682,"{'0': 0.006765428108531757, '1': 0.9932345718914682}",predict
443,1,1,0.9985719390975979,"{'0': 0.0014280609024021063, '1': 0.9985719390975979}",predict
445,1,1,0.919210260024077,"{'0': 0.08078973997592298, '1': 0.919210260024077}",predict
446,1,1,0.9993858488575887,"{'0': 0.0006141511424112567, '1': 0.9993858488575887}",predict
452,1,1,0.8005115649795416,"{'0': 0.19948843502045843, '1': 0.8005115649795416}",predict
458,1,1,0.8941710751444693,"{'0': 0.10582892485553075, '1': 0.8941710751444693}",predict
461,1,1,0.6932660004943686,"{'0': 0.3067339995056314, '1': 0.6932660004943686}",predict
464,1,1,0.9958341352088635,"{'0': 0.004165864791136453, '1': 0.9958341352088635}",predict
466,1,1,0.9585315445593604,"{'0': 0.041468455440639596, '1': 0.9585315445593604}",predict
472,1,1,0.9337030307881141,"{'0': 0.06629696921188588, '1': 0.9337030307881141}",predict
474,1,1,0.9888643262298042,"{'0': 0.011135673770195753, '1': 0.9888643262298042}",predict
477,1,1,0.9471652336374005,"{'0': 0.05283476636259954, '1': 0.9471652336374005}",predict
481,1,1,0.9966185726441957,"{'0': 0.0033814273558042673, '1': 0.9966185726441957}",predict
486,1,1,0.9056719581345222,"{'0': 0.09432804186547783, '1': 0.9056719581345222}",predict
491,1,1,0.9956926951360698,"{'0': 0.004307304863930161, '1': 0.9956926951360698}",predict
494,1,0,0.002004698763805977,"{'0': 0.9979953012361941, '1': 0.002004698763805977}",predict
500,1,1,0.9977411055194804,"{'0': 0.0022588944805196354, '1': 0.9977411055194804}",predict
503,1,1,0.9930954320105848,"{'0': 0.006904567989415189, '1': 0.9930954320105848}",predict
505,1,1,0.9986507350967165,"{'0': 0.0013492649032834647, '1': 0.9986507350967165}",predict
506,1,1,0.8735386182257845,"{'0': 0.1264613817742155, '1': 0.8735386182257845}",predict
511,1,1,0.9995411038245196,"{'0': 0.0004588961754804499, '1': 0.9995411038245196}",predict
512,1,0,0.2585437704443695,"{'0': 0.7414562295556305, '1': 0.2585437704443695}",predict
517,1,1,0.8025843836517078,"{'0': 0.1974156163482922, '1': 0.8025843836517078}",predict
520,1,1,0.9963445545516235,"{'0': 0.003655445448376482, '1': 0.9963445545516235}",predict
526,0,0,0.019212191517038568,"{'0': 0.9807878084829614, '1': 0.019212191517038568}",predict
528,1,1,0.9994770411918918,"{'0': 0.0005229588081081538, '1': 0.9994770411918918}",predict
529,1,1,0.8521590383726465,"{'0': 0.1478409616273535, '1': 0.8521590383726465}",predict
530,1,1,0.7633629907031051,"{'0': 0.2366370092968949, '1': 0.7633629907031051}",predict
533,1,1,0.9944726607806417,"{'0': 0.005527339219358329, '1': 0.9944726607806417}",predict
535,1,1,0.9995967229197077,"{'0': 0.000403277080292308, '1': 0.9995967229197077}",predict
539,1,1,0.9926620000374405,"{'0': 0.0073379999625594605, '1': 0.9926620000374405}",predict
540,1,0,0.10614356761003568,"{'0': 0.8938564323899643, '1': 0.10614356761003568}",predict
548,1,1,0.9960564692730007,"{'0': 0.003943530726999267, '1': 0.9960564692730007}",predict
549,1,1,0.9973366120613139,"{'0': 0.002663387938686146, '1': 0.9973366120613139}",predict
557,1,1,0.9955887200503731,"{'0': 0.004411279949626867, '1': 0.9955887200503731}",predict
563,1,1,0.9952446469344449,"{'0': 0.004755353065555079, '1': 0.9952446469344449}",predict
565,1,1,0.9516584121213651,"{'0': 0.04834158787863485, '1': 0.9516584121213651}",predict
568,1,1,0.8534417868277191,"{'0': 0.1465582131722809, '1': 0.8534417868277191}",predict
569,1,1,0.9928460190412713,"{'0': 0.007153980958728656, '1': 0.9928460190412713}",predict
571,1,1,0.996501596534703,"{'0': 0.003498403465296951, '1': 0.996501596534703}",predict
583,1,1,0.9959630744515539,"{'0': 0.004036925548446146, '1': 0.9959630744515539}",predict
587,1,1,0.8534855339214809,"{'0': 0.14651446607851915, '1': 0.8534855339214809}",predict
613,0,0,0.03961481314017886,"{'0': 0.9603851868598211, '1': 0.03961481314017886}",predict
615,1,1,0.9986917122433866,"{'0': 0.0013082877566134021, '1': 0.9986917122433866}",predict
618,1,1,0.8236959381267324,"{'0': 0.17630406187326764, '1': 0.8236959381267324}",predict
632,1,1,0.9136813821633593,"{'0': 0.08631861783664074, '1': 0.9136813821633593}",predict
638,1,1,0.9438956761816721,"{'0': 0.05610432381832786, '1': 0.9438956761816721}",predict
641,1,1,0.9911217399523302,"{'0': 0.008878260047669784, '1': 0.9911217399523302}",predict
644,1,1,0.9920869628122878,"{'0': 0.00791303718771219, '1': 0.9920869628122878}",predict
646,1,1,0.9980088575695565,"{'0': 0.0019911424304435155, '1': 0.9980088575695565}",predict
649,1,1,0.9974578395995493,"{'0': 0.0025421604004507437, '1': 0.9974578395995493}",predict
654,1,1,0.9584674243788917,"{'0': 0.04153257562110835, '1': 0.9584674243788917}",predict
656,1,1,0.986398042903165,"{'0': 0.013601957096834982, '1': 0.986398042903165}",predict
667,0,0,0.014886637035236473,"{'0': 0.9851133629647635, '1': 0.014886637035236473}",predict
669,0,0,0.04061274686450927,"{'0': 0.9593872531354908, '1': 0.04061274686450927}",predict
672,0,0,0.009453749098861293,"{'0': 0.9905462509011387, '1': 0.009453749098861293}",predict
682,0,0,0.01801542896007395,"{'0': 0.9819845710399261, '1': 0.01801542896007395}",predict
686,1,1,0.9233481365979533,"{'0': 0.07665186340204666, '1': 0.9233481365979533}",predict
688,0,0,0.004679871232355701,"{'0': 0.9953201287676443, '1': 0.004679871232355701}",predict
692,0,0,0.02917998523719534,"{'0': 0.9708200147628047, '1': 0.02917998523719534}",predict
712,1,1,0.5320776114495371,"{'0': 0.46792238855046286, '1': 0.5320776114495371}",predict
716,0,0,0.0067748690294677765,"{'0': 0.9932251309705322, '1': 0.0067748690294677765}",predict
742,1,1,0.8007154978647444,"{'0': 0.19928450213525561, '1': 0.8007154978647444}",predict
744,0,0,0.006611329983071514,"{'0': 0.9933886700169284, '1': 0.006611329983071514}",predict
747,0,0,0.03333703356996602,"{'0': 0.966662966430034, '1': 0.03333703356996602}",predict
748,0,0,0.1365839441098052,"{'0': 0.8634160558901948, '1': 0.1365839441098052}",predict
752,0,0,0.11202247147572551,"{'0': 0.8879775285242745, '1': 0.11202247147572551}",predict
753,0,0,0.39935375846812327,"{'0': 0.6006462415318767, '1': 0.39935375846812327}",predict
760,0,0,0.021468188070743712,"{'0': 0.9785318119292563, '1': 0.021468188070743712}",predict
773,0,0,0.04051588685342668,"{'0': 0.9594841131465733, '1': 0.04051588685342668}",predict
783,0,0,0.09240394679022003,"{'0': 0.90759605320978, '1': 0.09240394679022003}",predict
785,0,0,0.016593481739373837,"{'0': 0.9834065182606262, '1': 0.016593481739373837}",predict
787,1,1,0.97704990956399,"{'0': 0.02295009043601004, '1': 0.97704990956399}",predict
790,0,0,0.034801023728439934,"{'0': 0.96519897627156, '1': 0.034801023728439934}",predict
794,0,0,0.0471897109820448,"{'0': 0.9528102890179552, '1': 0.0471897109820448}",predict
796,0,0,0.009719851031078626,"{'0': 0.9902801489689214, '1': 0.009719851031078626}",predict
799,1,0,0.14983636173629705,"{'0': 0.850163638263703, '1': 0.14983636173629705}",predict
808,0,0,0.019959373386985235,"{'0': 0.9800406266130147, '1': 0.019959373386985235}",predict
811,0,0,0.03292861385500238,"{'0': 0.9670713861449977, '1': 0.03292861385500238}",predict
813,0,0,0.00924696552783494,"{'0': 0.990753034472165, '1': 0.00924696552783494}",predict
815,0,0,0.006954798659034737,"{'0': 0.9930452013409653, '1': 0.006954798659034737}",predict
817,0,0,0.009697737082389397,"{'0': 0.9903022629176106, '1': 0.009697737082389397}",predict
818,0,1,0.5636102744479715,"{'0': 0.4363897255520285, '1': 0.5636102744479715}",predict
833,0,0,0.025744068037567302,"{'0': 0.9742559319624327, '1': 0.025744068037567302}",predict
862,0,0,0.006532533426533529,"{'0': 0.9934674665734665, '1': 0.006532533426533529}",predict
867,0,0,0.009234775481971711,"{'0': 0.9907652245180283, '1': 0.009234775481971711}",predict
875,0,0,0.0164426230892908,"{'0': 0.9835573769107092, '1': 0.0164426230892908}",predict
878,0,0,0.11460339297587582,"{'0': 0.8853966070241241, '1': 0.11460339297587582}",predict
879,0,0,0.0015087026498838026,"{'0': 0.9984912973501162, '1': 0.0015087026498838026}",predict
892,0,0,0.07931464158581109,"{'0': 0.920685358414189, '1': 0.07931464158581109}",predict
898,0,0,0.031843984006365456,"{'0': 0.9681560159936345, '1': 0.031843984006365456}",predict
900,0,0,0.012706275952545535,"{'0': 0.9872937240474544, '1': 0.012706275952545535}",predict
902,0,1,0.526697916640562,"{'0': 0.473302083359438, '1': 0.526697916640562}",predict
907,0,0,0.0043235799252127095,"{'0': 0.9956764200747873, '1': 0.0043235799252127095}",predict
921,0,0,0.02213444554507971,"{'0': 0.9778655544549203, '1': 0.02213444554507971}",predict
933,0,0,0.027572921951299977,"{'0': 0.9724270780487, '1': 0.027572921951299977}",predict
939,0,0,0.008162811926562655,"{'0': 0.9918371880734373, '1': 0.008162811926562655}",predict
940,0,0,0.007102700093513679,"{'0': 0.9928972999064863, '1': 0.007102700093513679}",predict
942,0,0,0.06189789516818071,"{'0': 0.9381021048318193, '1': 0.06189789516818071}",predict
953,0,0,0.08771373427845991,"{'0': 0.91228626572154, '1': 0.08771373427845991}",predict
959,0,0,0.034750042397449415,"{'0': 0.9652499576025506, '1': 0.034750042397449415}",predict
963,1,1,0.6433221356557132,"{'0': 0.35667786434428683, '1': 0.6433221356557132}",predict
966,0,0,0.040824384253616945,"{'0': 0.9591756157463831, '1': 0.040824384253616945}",predict
968,1,0,0.47539564300086534,"{'0': 0.5246043569991347, '1': 0.47539564300086534}",predict
970,0,0,0.010758935759389531,"{'0': 0.9892410642406104, '1': 0.010758935759389531}",predict
974,0,0,0.17251261839317655,"{'0': 0.8274873816068234, '1': 0.17251261839317655}",predict
975,0,0,0.014800689303957499,"{'0': 0.9851993106960425, '1': 0.014800689303957499}",predict
977,0,0,0.03255775245422365,"{'0': 0.9674422475457763, '1': 0.03255775245422365}",predict
979,0,0,0.01327172537844924,"{'0': 0.9867282746215508, '1': 0.01327172537844924}",predict
981,0,0,0.0047292519982250775,"{'0': 0.995270748001775, '1': 0.0047292519982250775}",predict
984,0,0,0.012952077456578837,"{'0': 0.9870479225434212, '1': 0.012952077456578837}",predict
986,0,0,0.0030202003043739317,"{'0': 0.9969797996956261, '1': 0.0030202003043739317}",predict
987,0,0,0.10608569483218733,"{'0': 0.8939143051678127, '1': 0.10608569483218733}",predict
988,0,0,0.016343225092159512,"{'0': 0.9836567749078405, '1': 0.016343225092159512}",predict
991,0,0,0.0041054814008079,"{'0': 0.9958945185991921, '1': 0.0041054814008079}",predict
993,0,0,0.006106152723087966,"{'0': 0.993893847276912, '1': 0.006106152723087966}",predict
995,0,0,0.22007063467867596,"{'0': 0.7799293653213241, '1': 0.22007063467867596}",predict
997,0,0,0.030932887286381553,"{'0': 0.9690671127136185, '1': 0.030932887286381553}",predict
1005,0,0,0.08032623859935824,"{'0': 0.9196737614006417, '1': 0.08032623859935824}",predict
1012,0,0,0.14271945089870594,"{'0': 0.857280549101294, '1': 0.14271945089870594}",predict
1015,0,0,0.00575163918132027,"{'0': 0.9942483608186797, '1': 0.00575163918132027}",predict
1023,1,1,0.6132986934110038,"{'0': 0.38670130658899615, '1': 0.6132986934110038}",predict
1029,0,0,0.03520906361101568,"{'0': 0.9647909363889843, '1': 0.03520906361101568}",predict
1041,0,0,0.018578465155356935,"{'0': 0.9814215348446431, '1': 0.018578465155356935}",predict
1049,0,1,0.5588500718349914,"{'0': 0.44114992816500864, '1': 0.5588500718349914}",predict
1050,0,0,0.012006270219229521,"{'0': 0.9879937297807705, '1': 0.012006270219229521}",predict
1054,0,0,0.01580380939255144,"{'0': 0.9841961906074486, '1': 0.01580380939255144}",predict
1061,0,0,0.07712360447736744,"{'0': 0.9228763955226326, '1': 0.07712360447736744}",predict
1064,0,0,0.016864572969433382,"{'0': 0.9831354270305667, '1': 0.016864572969433382}",predict
1083,0,0,0.22386917921046778,"{'0': 0.7761308207895322, '1': 0.22386917921046778}",predict
1091,1,0,0.09333829538488396,"{'0': 0.9066617046151161, '1': 0.09333829538488396}",predict
1092,0,0,0.04994937995019391,"{'0': 0.9500506200498061, '1': 0.04994937995019391}",predict
1098,0,0,0.008923663729750723,"{'0': 0.9910763362702493, '1': 0.008923663729750723}",predict
1101,0,0,0.13701290415805908,"{'0': 0.8629870958419409, '1': 0.13701290415805908}",predict
1103,0,0,0.03362746520123584,"{'0': 0.9663725347987642, '1': 0.03362746520123584}",predict
1107,0,0,0.008583682147966232,"{'0': 0.9914163178520338, '1': 0.008583682147966232}",predict
1113,1,1,0.8077149090068241,"{'0': 0.19228509099317592, '1': 0.8077149090068241}",predict
1114,0,0,0.015471091033965883,"{'0': 0.9845289089660341, '1': 0.015471091033965883}",predict
1115,0,0,0.015067747966830754,"{'0': 0.9849322520331693, '1': 0.015067747966830754}",predict
1126,0,0,0.05539112978310692,"{'0': 0.9446088702168931, '1': 0.05539112978310692}",predict
1129,0,0,0.02948152203711359,"{'0': 0.9705184779628864, '1': 0.02948152203711359}",predict
1135,0,0,0.0015087026498838026,"{'0': 0.9984912973501162, '1': 0.0015087026498838026}",predict
1140,0,0,0.33926372878650196,"{'0': 0.6607362712134981, '1': 0.33926372878650196}",predict
1150,0,0,0.008930394316949804,"{'0': 0.9910696056830502, '1': 0.008930394316949804}",predict
1151,0,0,0.008290779156830226,"{'0': 0.9917092208431698, '1': 0.008290779156830226}",predict
1154,0,0,0.012419028896464738,"{'0': 0.9875809711035353, '1': 0.012419028896464738}",predict
1166,0,0,0.014317923301670313,"{'0': 0.9856820766983296, '1': 0.014317923301670313}",predict
1168,0,0,0.018965707055192585,"{'0': 0.9810342929448074, '1': 0.018965707055192585}",predict
1182,0,0,0.020669442872594604,"{'0': 0.9793305571274054, '1': 0.020669442872594604}",predict
1184,0,0,0.08199040861985654,"{'0': 0.9180095913801435, '1': 0.08199040861985654}",predict
1189,0,0,0.0027388038318310807,"{'0': 0.9972611961681689, '1': 0.0027388038318310807}",predict
1190,0,0,0.004322974450045432,"{'0': 0.9956770255499545, '1': 0.004322974450045432}",predict
1196,0,0,0.031524679328679514,"{'0': 0.9684753206713205, '1': 0.031524679328679514}",predict
1200,0,0,0.19046173113786866,"{'0': 0.8095382688621313, '1': 0.19046173113786866}",predict
1208,0,0,0.008379239088134132,"{'0': 0.9916207609118659, '1': 0.008379239088134132}",predict
1210,0,0,0.043128278061666074,"{'0': 0.9568717219383339, '1': 0.043128278061666074}",predict
1212,0,0,0.2027888159490363,"{'0': 0.7972111840509637, '1': 0.2027888159490363}",predict
1215,0,0,0.07105286820083904,"{'0': 0.928947131799161, '1': 0.07105286820083904}",predict
1223,0,0,0.05800561232594242,"{'0': 0.9419943876740576, '1': 0.05800561232594242}",predict
1226,0,0,0.06892696496810491,"{'0': 0.9310730350318951, '1': 0.06892696496810491}",predict
1227,0,0,0.029935788789947262,"{'0': 0.9700642112100527, '1': 0.029935788789947262}",predict
1228,1,0,0.09608390369281833,"{'0': 0.9039160963071817, '1': 0.09608390369281833}",predict
1232,1,0,0.42939650362659565,"{'0': 0.5706034963734044, '1': 0.42939650362659565}",predict
1244,1,0,0.2591623733980524,"{'0': 0.7408376266019476, '1': 0.2591623733980524}",predict
1247,0,0,0.041730615090676104,"{'0': 0.9582693849093239, '1': 0.041730615090676104}",predict
1249,0,1,0.5379633101622255,"{'0': 0.46203668983777446, '1': 0.5379633101622255}",predict
1253,0,0,0.0076343800789606805,"{'0': 0.9923656199210393, '1': 0.0076343800789606805}",predict
1259,0,0,0.009769011305921477,"{'0': 0.9902309886940786, '1': 0.009769011305921477}",predict
1260,0,0,0.052844537502860375,"{'0': 0.9471554624971397, '1': 0.052844537502860375}",predict
1264,0,0,0.004302736251634133,"{'0': 0.9956972637483659, '1': 0.004302736251634133}",predict
1267,0,0,0.04180829203736642,"{'0': 0.9581917079626335, '1': 0.04180829203736642}",predict
1273,0,0,0.02187497503683916,"{'0': 0.9781250249631608, '1': 0.02187497503683916}",predict
1278,0,0,0.023119005716543257,"{'0': 0.9768809942834568, '1': 0.023119005716543257}",predict
1287,1,1,0.7934975992449956,"{'0': 0.20650240075500437, '1': 0.7934975992449956}",predict
1288,0,0,0.2530167197083986,"{'0': 0.7469832802916014, '1': 0.2530167197083986}",predict
1293,0,0,0.0735040964446615,"{'0': 0.9264959035553385, '1': 0.0735040964446615}",predict
1320,0,0,0.01996277044057199,"{'0': 0.980037229559428, '1': 0.01996277044057199}",predict
1323,0,0,0.015331945400239523,"{'0': 0.9846680545997605, '1': 0.015331945400239523}",predict
1324,0,0,0.006274915157364837,"{'0': 0.9937250848426351, '1': 0.006274915157364837}",predict
1326,0,0,0.012645563242128227,"{'0': 0.9873544367578718, '1': 0.012645563242128227}",predict
1327,0,0,0.002839708242151777,"{'0': 0.9971602917578483, '1': 0.002839708242151777}",predict
